IDCardNo        SymptomLevel        Status        HospitalID
796854        Moderate        Recovered        HOld10
707079        Moderate        Confirmed        H-New-3
128148        Mild        Confirmed        HOld6
502364        Critical        Confirmed        H-New-8
820257        Mild        Recovered        HOld7
664012        Mild        Confirmed        HOld7
299481        Mild        Recovered        HOld8
830993        Mild        Confirmed        HOld4
760667        Mild        Recovered        HOld10
553201        Critical        Confirmed        H-New-8
501620        Critical        Recovered        HOld9
798878        Moderate        Confirmed        H-New-5
513416        Moderate        Recovered        HOld7
988644        Mild        Confirmed        HOld5
675494        Mild        Recovered        HOld2
431752        Moderate        Confirmed        H-New-8
543733        Moderate        Recovered        HOld10
342741        Mild        Confirmed        HOld2
501189        Mild        Confirmed        H-New-8
204040        Mild        Confirmed        H-New-4
713736        Critical        Confirmed        HOld9
499324        Mild        Confirmed        H-New-5
436359        Moderate        Confirmed        H-New-4
084692        Moderate        Confirmed        H-New-2
307848        Critical        Confirmed        H-New-8
260726        Critical        Recovered        H-New-7
675196        Moderate        Confirmed        H-New-2
678899        Moderate        Recovered        HOld1
877379        Moderate        Confirmed        H-New-8
613841        Mild        Recovered        HOld8
399554        Moderate        Confirmed        HOld5
796854        Mild        Confirmed        H-New-6
954880        Moderate        Confirmed        HOld1
084452        Mild        Confirmed        HOld4
263463        Moderate        Confirmed        HOld4
604417        Mild        Confirmed        H-New-8
598938        Moderate        Confirmed        H-New-5
324640        Critical        Recovered        H-New-4
567220        Moderate        Confirmed        H-New-5
521118        Moderate        Recovered        H-New-2
723783        Mild        Confirmed        H-New-8
795557        Moderate        Confirmed        HOld5
587489        Mild        Confirmed        H-New-4
118814        Moderate        Confirmed        H-New-5
567220        Moderate        Recovered        H-New-5
954143        Critical        Confirmed        H-New-7
384598        Moderate        Recovered        HOld1
386204        Moderate        Confirmed        HOld1
348636        Critical        Recovered        H-New-6
461104        Critical        Confirmed        H-New-8
982069        Moderate        Recovered        HOld9
105790        Moderate        Confirmed        HOld10
843791        Moderate        Confirmed        H-New-5
555854        Mild        Confirmed        HOld3
114719        Moderate        Recovered        H-New-6
346075        Mild        Confirmed        HOld6
361600        Moderate        Recovered        HOld8
365131        Mild        Confirmed        H-New-7
041419        Critical        Confirmed        H-New-8
885458        Critical        Confirmed        H-New-4
385548        Critical        Confirmed        H-New-6
682154        Critical        Confirmed        H-New-9
339347        Mild        Recovered        HOld7
761049        Critical        Confirmed        H-New-9
591001        Critical        Recovered        H-New-3
905131        Critical        Confirmed        H-New-3
523588        Moderate        Confirmed        H-New-2
351374        Critical        Recovered        HOld10
045085        Critical        Confirmed        H-New-9
867372        Mild        Confirmed        H-New-2
830993        Mild        Recovered        HOld4
386937        Mild        Confirmed        HOld10
066890        Mild        Recovered        HOld2
808665        Mild        Confirmed        HOld3
881977        Critical        Confirmed        H-New-9
458252        Moderate        Confirmed        H-New-8
287070        Critical        Confirmed        H-New-9
328125        Critical        Confirmed        HOld10
496480        Mild        Recovered        HOld10
742588        Mild        Confirmed        HOld5
863317        Critical        Confirmed        H-New-10
122175        Moderate        Recovered        HOld7
137143        Critical        Confirmed        H-New-10
223068        Mild        Recovered        HOld3
018543        Moderate        Confirmed        HOld8
213570        Moderate        Confirmed        H-New-5
779967        Moderate        Confirmed        H-New-8
847293        Critical        Confirmed        H-New-10
718609        Critical        Recovered        HOld8
918748        Mild        Confirmed        H-New-3
477043        Mild        Recovered        HOld2
633152        Moderate        Confirmed        HOld9
081035        Mild        Recovered        HOld9
229797        Mild        Confirmed        H-New-9
445193        Mild        Confirmed        H-New-8
508801        Moderate        Confirmed        H-New-9
614598        Mild        Recovered        HOld2
286733        Moderate        Confirmed        H-New-6
682154        Critical        Recovered        H-New-9
591001        Moderate        Confirmed        H-New-9
738584        Moderate        Confirmed        H-New-6
793493        Mild        Confirmed        H-New-8
380459        Mild        Recovered        HOld9
426149        Mild        Confirmed        H-New-4
737013        Moderate        Confirmed        H-New-8
679269        Critical        Confirmed        H-New-9
819480        Moderate        Confirmed        H-New-9
156734        Moderate        Recovered        HOld9
743824        Critical        Confirmed        H-New-10
647991        Critical        Confirmed        HOld8
004097        Moderate        Confirmed        HOld4
188040        Moderate        Confirmed        H-New-8
499475        Moderate        Confirmed        H-New-9
921810        Mild        Confirmed        HOld8
179855        Moderate        Recovered        HOld4
348636        Moderate        Confirmed        H-New-10
918303        Critical        Confirmed        H-New-10
063442        Moderate        Recovered        H-New-2
893192        Critical        Confirmed        H-New-11
995869        Critical        Confirmed        H-New-11
344051        Moderate        Recovered        HOld9
288398        Mild        Confirmed        H-New-8
436359        Moderate        Recovered        H-New-4
815575        Moderate        Confirmed        H-New-8
374607        Mild        Confirmed        H-New-11
095144        Critical        Confirmed        H-New-11
009057        Critical        Confirmed        H-New-11
815575        Moderate        Recovered        H-New-8
371393        Mild        Confirmed        HOld4
664867        Critical        Confirmed        H-New-11
644156        Mild        Confirmed        H-New-8
797916        Critical        Recovered        H-New-1
819717        Moderate        Confirmed        H-New-9
127773        Moderate        Confirmed        H-New-9
875590        Critical        Recovered        H-New-6
282750        Critical        Confirmed        H-New-6
020421        Mild        Recovered        HOld7
253137        Mild        Confirmed        H-New-11
624026        Mild        Recovered        HOld8
700137        Moderate        Confirmed        HOld5
945912        Moderate        Confirmed        H-New-11
393280        Moderate        Confirmed        H-New-2
228590        Mild        Recovered        HOld7
503360        Moderate        Confirmed        HOld6
571767        Mild        Confirmed        HOld3
646115        Mild        Recovered        HOld2
611981        Mild        Confirmed        HOld8
009057        Critical        Recovered        H-New-11
171637        Moderate        Confirmed        H-New-8
992985        Mild        Confirmed        HOld10
701820        Critical        Recovered        HOld4
977415        Mild        Confirmed        HOld3
553201        Critical        Recovered        H-New-8
572323        Moderate        Confirmed        H-New-8
263532        Moderate        Recovered        HOld7
964980        Mild        Confirmed        HOld1
712737        Mild        Recovered        HOld3
309889        Mild        Confirmed        HOld3
173422        Mild        Recovered        HOld2
497956        Moderate        Confirmed        HOld4
879557        Mild        Recovered        HOld1
148638        Mild        Confirmed        HOld10
865149        Moderate        Recovered        H-New-6
114719        Moderate        Confirmed        H-New-11
525982        Critical        Confirmed        H-New-8
816517        Critical        Recovered        HOld8
930179        Moderate        Confirmed        H-New-6
152178        Mild        Recovered        HOld7
830252        Mild        Confirmed        HOld10
346075        Mild        Recovered        HOld6
472033        Critical        Confirmed        HOld4
998019        Moderate        Recovered        H-New-5
421414        Critical        Confirmed        HOld8
870638        Critical        Confirmed        H-New-11
095325        Moderate        Confirmed        HOld9
002472        Mild        Confirmed        HOld3
067301        Mild        Recovered        HOld3
504946        Moderate        Confirmed        H-New-5
105790        Moderate        Recovered        HOld10
435011        Critical        Confirmed        H-New-1
604417        Mild        Recovered        H-New-8
709915        Mild        Confirmed        H-New-5
964980        Mild        Recovered        HOld1
616053        Mild        Confirmed        HOld4
723783        Mild        Recovered        H-New-8
509486        Moderate        Confirmed        H-New-5
040377        Moderate        Confirmed        H-New-8
198817        Moderate        Confirmed        H-New-7
298332        Mild        Confirmed        HOld4
393280        Moderate        Recovered        H-New-2
703295        Critical        Confirmed        H-New-12
121323        Mild        Confirmed        H-New-2
820257        Mild        Confirmed        HOld7
110433        Critical        Recovered        HOld3
930102        Mild        Confirmed        H-New-2
717630        Moderate        Recovered        HOld10
855802        Mild        Confirmed        HOld3
453908        Critical        Confirmed        HOld3
242536        Mild        Recovered        H-New-2
438306        Moderate        Confirmed        H-New-10
288398        Mild        Recovered        H-New-8
486422        Critical        Confirmed        H-New-12
541335        Moderate        Recovered        HOld7
360910        Moderate        Confirmed        H-New-9
651521        Critical        Confirmed        H-New-12
922383        Mild        Recovered        HOld10
718609        Moderate        Confirmed        H-New-5
308752        Mild        Confirmed        H-New-11
340844        Moderate        Confirmed        HOld4
223558        Moderate        Recovered        HOld4
828491        Moderate        Confirmed        HOld9
080439        Moderate        Recovered        H-New-4
705451        Moderate        Confirmed        H-New-9
677073        Mild        Recovered        HOld3
136697        Moderate        Confirmed        HOld5
561331        Mild        Confirmed        H-New-6
136697        Moderate        Recovered        HOld5
123275        Moderate        Confirmed        H-New-12
205206        Mild        Recovered        HOld10
437813        Critical        Confirmed        H-New-12
774145        Critical        Recovered        HOld7
336593        Critical        Confirmed        H-New-12
386204        Moderate        Recovered        HOld1
523586        Mild        Confirmed        H-New-8
515257        Critical        Confirmed        HOld7
714454        Mild        Recovered        HOld7
618698        Critical        Confirmed        H-New-13
855802        Mild        Recovered        HOld3
998019        Mild        Confirmed        H-New-5
223558        Critical        Confirmed        H-New-13
092379        Mild        Confirmed        H-New-5
772712        Mild        Confirmed        H-New-13
456336        Mild        Recovered        HOld7
855226        Moderate        Confirmed        H-New-12
324640        Critical        Confirmed        H-New-13
660924        Critical        Confirmed        H-New-13
403907        Moderate        Recovered        HOld9
928450        Mild        Confirmed        HOld4
508801        Moderate        Recovered        H-New-9
576354        Critical        Confirmed        H-New-13
371393        Mild        Recovered        HOld4
795292        Moderate        Confirmed        HOld4
636133        Moderate        Confirmed        H-New-11
544428        Moderate        Recovered        HOld3
154442        Moderate        Confirmed        HOld10
265957        Critical        Confirmed        H-New-14
570953        Moderate        Recovered        HOld9
145028        Mild        Confirmed        H-New-8
865149        Critical        Confirmed        H-New-14
766566        Critical        Recovered        HOld10
505585        Moderate        Confirmed        H-New-5
174631        Mild        Confirmed        H-New-13
056128        Critical        Confirmed        H-New-14
360536        Mild        Confirmed        H-New-12
702906        Moderate        Confirmed        HOld10
130681        Moderate        Confirmed        H-New-7
064455        Critical        Recovered        HOld4
970272        Moderate        Confirmed        H-New-12
839528        Moderate        Confirmed        H-New-13
471892        Critical        Confirmed        H-New-14
269957        Critical        Confirmed        HOld10
084205        Critical        Confirmed        HOld4
462049        Moderate        Confirmed        HOld7
202518        Moderate        Recovered        HOld7
879557        Mild        Confirmed        H-New-14
610122        Critical        Confirmed        H-New-14
535772        Mild        Confirmed        HOld3
690329        Moderate        Recovered        HOld9
223869        Critical        Confirmed        H-New-15
121542        Critical        Confirmed        H-New-15
869012        Moderate        Recovered        HOld9
366926        Critical        Confirmed        H-New-15
365694        Moderate        Confirmed        H-New-5
110196        Mild        Recovered        HOld4
845345        Critical        Confirmed        H-New-15
239135        Mild        Confirmed        HOld10
229797        Mild        Recovered        H-New-9
018348        Mild        Confirmed        H-New-13
773435        Critical        Confirmed        H-New-15
682154        Mild        Confirmed        H-New-9
613567        Moderate        Confirmed        H-New-2
682154        Mild        Recovered        H-New-9
766566        Mild        Confirmed        H-New-6
605824        Critical        Confirmed        H-New-16
484401        Mild        Confirmed        H-New-6
879557        Mild        Recovered        H-New-14
260726        Mild        Confirmed        H-New-8
227313        Moderate        Recovered        HOld1
252290        Critical        Confirmed        H-New-16
632913        Critical        Confirmed        H-New-16
991121        Critical        Confirmed        H-New-16
870638        Critical        Recovered        H-New-11
225858        Mild        Confirmed        HOld10
154442        Moderate        Recovered        HOld10
850640        Critical        Confirmed        H-New-11
486189        Critical        Confirmed        H-New-16
611981        Mild        Recovered        HOld8
489886        Moderate        Confirmed        H-New-15
134949        Moderate        Recovered        HOld7
137433        Mild        Confirmed        HOld3
992985        Mild        Recovered        HOld10
335874        Critical        Confirmed        H-New-17
793493        Mild        Recovered        H-New-8
489702        Moderate        Confirmed        H-New-13
648205        Critical        Recovered        H-New-5
713925        Mild        Confirmed        H-New-2
747761        Moderate        Confirmed        H-New-10
625519        Mild        Confirmed        HOld5
104457        Mild        Recovered        HOld10
708365        Critical        Confirmed        H-New-5
484401        Mild        Recovered        H-New-6
952551        Moderate        Confirmed        HOld1
409572        Moderate        Confirmed        HOld10
675196        Moderate        Recovered        H-New-2
180122        Mild        Confirmed        H-New-14
512379        Critical        Confirmed        H-New-17
335351        Critical        Recovered        H-New-5
386204        Mild        Confirmed        HOld1
338537        Critical        Confirmed        H-New-17
351374        Critical        Confirmed        H-New-17
317964        Mild        Recovered        HOld1
990751        Mild        Confirmed        HOld5
279995        Moderate        Confirmed        H-New-4
517342        Mild        Confirmed        HOld8
221775        Critical        Recovered        H-New-5
743764        Mild        Confirmed        HOld1
970219        Mild        Confirmed        H-New-4
088218        Moderate        Confirmed        HOld10
375067        Moderate        Confirmed        H-New-10
301845        Critical        Confirmed        H-New-17
145308        Moderate        Confirmed        HOld5
273532        Moderate        Recovered        HOld9
829686        Mild        Confirmed        HOld1
219926        Mild        Confirmed        H-New-11
455372        Critical        Confirmed        H-New-5
318030        Moderate        Confirmed        HOld1
288398        Moderate        Confirmed        H-New-8
108899        Moderate        Confirmed        HOld5
563394        Mild        Confirmed        H-New-2
902244        Critical        Recovered        HOld3
598506        Mild        Confirmed        H-New-12
525982        Critical        Recovered        H-New-8
675798        Critical        Confirmed        H-New-5
252244        Moderate        Recovered        HOld1
334240        Mild        Confirmed        H-New-13
822795        Critical        Confirmed        H-New-8
373688        Mild        Recovered        HOld10
496413        Mild        Confirmed        H-New-14
895422        Mild        Recovered        HOld3
854053        Moderate        Confirmed        HOld10
850625        Mild        Confirmed        H-New-14
318030        Moderate        Recovered        HOld1
675494        Moderate        Confirmed        H-New-12
473051        Critical        Confirmed        HOld3
847293        Critical        Recovered        H-New-10
033032        Mild        Confirmed        H-New-13
303259        Moderate        Confirmed        H-New-4
281319        Critical        Confirmed        H-New-10
088262        Moderate        Recovered        HOld1
621732        Critical        Confirmed        H-New-18
867372        Mild        Recovered        H-New-2
447654        Critical        Confirmed        H-New-18
756113        Mild        Confirmed        H-New-8
276181        Mild        Recovered        HOld1
167761        Mild        Confirmed        H-New-11
982584        Mild        Recovered        HOld4
145040        Moderate        Confirmed        H-New-9
766332        Mild        Recovered        HOld4
197501        Critical        Confirmed        H-New-18
682747        Moderate        Recovered        HOld10
066644        Critical        Confirmed        H-New-18
935475        Critical        Confirmed        H-New-18
916188        Moderate        Recovered        HOld5
734444        Mild        Confirmed        H-New-11
952551        Moderate        Recovered        HOld1
682747        Mild        Confirmed        H-New-6
040377        Moderate        Recovered        H-New-8
302435        Moderate        Confirmed        HOld3
927438        Mild        Confirmed        HOld2
142992        Critical        Confirmed        H-New-19
460626        Moderate        Confirmed        HOld9
320440        Critical        Recovered        HOld9
124767        Critical        Confirmed        H-New-19
780419        Mild        Confirmed        H-New-12
342415        Critical        Confirmed        H-New-19
790612        Critical        Confirmed        H-New-19
028732        Moderate        Confirmed        H-New-18
911383        Mild        Confirmed        HOld5
167761        Mild        Recovered        H-New-11
690188        Moderate        Confirmed        HOld4
589789        Moderate        Recovered        HOld10
166117        Moderate        Confirmed        H-New-18
368600        Critical        Confirmed        HOld9
820870        Mild        Confirmed        H-New-18
970272        Moderate        Recovered        H-New-12
179855        Moderate        Confirmed        H-New-8
385548        Critical        Recovered        H-New-6
897774        Mild        Confirmed        H-New-12
848538        Mild        Confirmed        H-New-8
601290        Moderate        Recovered        HOld9
144227        Mild        Confirmed        H-New-17
780419        Mild        Recovered        H-New-12
259771        Critical        Confirmed        H-New-19
386937        Mild        Recovered        HOld10
100125        Mild        Confirmed        H-New-8
862269        Moderate        Confirmed        H-New-11
348132        Critical        Recovered        HOld10
598450        Mild        Confirmed        H-New-17
431752        Moderate        Recovered        H-New-8
011985        Mild        Confirmed        H-New-13
430683        Moderate        Recovered        HOld6
855802        Critical        Confirmed        H-New-6
667087        Moderate        Confirmed        H-New-8
252290        Critical        Recovered        H-New-16
796150        Moderate        Confirmed        H-New-6
550034        Critical        Confirmed        H-New-16
213570        Moderate        Recovered        H-New-5
384862        Mild        Confirmed        H-New-13
516467        Critical        Recovered        HOld8
134949        Mild        Confirmed        H-New-4
990751        Mild        Recovered        HOld5
383755        Mild        Confirmed        HOld10
551915        Moderate        Recovered        HOld4
991674        Mild        Confirmed        H-New-17
166117        Moderate        Recovered        H-New-18
175449        Critical        Confirmed        HOld8
791858        Critical        Recovered        HOld7
252814        Moderate        Confirmed        H-New-18
578923        Critical        Confirmed        HOld7
127773        Moderate        Recovered        H-New-9
492651        Mild        Confirmed        H-New-12
399554        Moderate        Recovered        HOld5
047823        Moderate        Confirmed        HOld10
507956        Moderate        Recovered        HOld6
536616        Moderate        Confirmed        H-New-5
954143        Critical        Recovered        H-New-7
103616        Moderate        Confirmed        H-New-16
178081        Moderate        Recovered        HOld1
294400        Critical        Confirmed        HOld10
598506        Mild        Recovered        H-New-12
830993        Mild        Confirmed        H-New-10
980019        Critical        Confirmed        H-New-7
675494        Moderate        Recovered        H-New-12
167761        Moderate        Confirmed        H-New-19
633152        Moderate        Recovered        HOld9
244216        Moderate        Confirmed        HOld4
916188        Critical        Confirmed        H-New-20
176768        Critical        Recovered        H-New-1
354008        Critical        Confirmed        H-New-20
819717        Moderate        Recovered        H-New-9
598506        Critical        Confirmed        H-New-20
691645        Mild        Confirmed        HOld2
703295        Critical        Recovered        H-New-12
405909        Mild        Confirmed        H-New-15
719934        Mild        Confirmed        H-New-3
561994        Mild        Recovered        HOld2
572168        Moderate        Confirmed        H-New-18
046788        Mild        Confirmed        HOld4
451001        Moderate        Confirmed        H-New-10
083767        Moderate        Confirmed        H-New-20
613240        Moderate        Confirmed        H-New-17
144227        Mild        Recovered        H-New-17
514201        Critical        Confirmed        H-New-20
935475        Critical        Recovered        H-New-18
007008        Moderate        Confirmed        H-New-13
729827        Mild        Recovered        HOld2
964379        Critical        Confirmed        H-New-12
531278        Moderate        Confirmed        HOld1
700137        Moderate        Recovered        HOld5
526143        Critical        Confirmed        H-New-20
581626        Mild        Confirmed        HOld1
004097        Moderate        Recovered        HOld4
256280        Moderate        Confirmed        HOld6
319516        Mild        Recovered        HOld4
960679        Moderate        Confirmed        H-New-13
151695        Critical        Recovered        H-New-2
723783        Mild        Confirmed        H-New-13
471514        Critical        Recovered        HOld5
302189        Mild        Confirmed        HOld8
070401        Critical        Confirmed        HOld5
508789        Mild        Confirmed        H-New-7
632913        Critical        Recovered        H-New-16
456336        Mild        Confirmed        H-New-6
679269        Critical        Recovered        H-New-9
787732        Moderate        Confirmed        HOld1
490034        Moderate        Confirmed        H-New-19
476102        Critical        Confirmed        H-New-9
346373        Critical        Recovered        H-New-2
849833        Moderate        Confirmed        H-New-9
647450        Moderate        Confirmed        H-New-17
684915        Mild        Recovered        HOld3
747518        Mild        Confirmed        HOld5
885458        Critical        Recovered        H-New-4
836011        Mild        Confirmed        H-New-19
687939        Mild        Recovered        HOld4
229797        Critical        Confirmed        H-New-2
149337        Mild        Confirmed        H-New-9
248207        Moderate        Confirmed        HOld7
971457        Critical        Recovered        HOld3
247374        Mild        Confirmed        HOld10
247610        Critical        Confirmed        H-New-2
452759        Moderate        Confirmed        H-New-19
095325        Moderate        Recovered        HOld9
172148        Mild        Confirmed        H-New-6
105406        Mild        Confirmed        H-New-9
897808        Moderate        Confirmed        H-New-9
504999        Mild        Confirmed        HOld3
283260        Moderate        Recovered        H-New-6
755554        Mild        Confirmed        H-New-8
970219        Mild        Recovered        H-New-4
692166        Moderate        Confirmed        H-New-17
902244        Moderate        Confirmed        H-New-9
543733        Moderate        Confirmed        HOld10
838600        Critical        Recovered        HOld9
078220        Critical        Confirmed        H-New-1
471892        Critical        Recovered        H-New-14
007861        Mild        Confirmed        H-New-20
631021        Mild        Confirmed        H-New-13
895422        Critical        Confirmed        H-New-18
928450        Mild        Recovered        HOld4
105790        Moderate        Confirmed        HOld10
549626        Mild        Recovered        HOld1
508140        Critical        Confirmed        H-New-14
499324        Mild        Recovered        H-New-5
221775        Mild        Confirmed        H-New-19
344051        Mild        Confirmed        H-New-12
108899        Moderate        Recovered        HOld5
477945        Critical        Confirmed        H-New-16
745437        Moderate        Confirmed        H-New-3
713925        Mild        Recovered        H-New-2
020421        Moderate        Confirmed        H-New-11
879557        Mild        Confirmed        H-New-17
309009        Critical        Confirmed        HOld3
841010        Critical        Confirmed        HOld9
741315        Mild        Confirmed        H-New-7
747278        Mild        Recovered        HOld4
010070        Moderate        Confirmed        HOld10
026757        Mild        Recovered        HOld10
335657        Moderate        Confirmed        H-New-13
067121        Moderate        Confirmed        H-New-4
448410        Critical        Confirmed        H-New-4
265186        Mild        Confirmed        H-New-6
905131        Critical        Recovered        H-New-3
388912        Critical        Confirmed        H-New-3
541335        Moderate        Confirmed        H-New-11
867372        Critical        Confirmed        H-New-21
803851        Moderate        Confirmed        H-New-10
516467        Moderate        Confirmed        H-New-12
355472        Critical        Confirmed        H-New-21
775758        Moderate        Confirmed        H-New-18
951319        Critical        Confirmed        H-New-21
085575        Mild        Confirmed        H-New-8
611981        Mild        Confirmed        HOld8
219926        Mild        Recovered        H-New-11
575455        Critical        Confirmed        H-New-21
651771        Mild        Confirmed        H-New-19
309889        Mild        Recovered        HOld3
050278        Mild        Confirmed        H-New-11
844484        Mild        Confirmed        H-New-10
336593        Critical        Recovered        H-New-12
935475        Critical        Confirmed        H-New-21
047823        Moderate        Recovered        HOld10
728287        Mild        Confirmed        H-New-9
137143        Critical        Recovered        H-New-10
329918        Mild        Confirmed        H-New-13
508140        Critical        Recovered        H-New-14
137143        Mild        Confirmed        H-New-6
631021        Mild        Recovered        H-New-13
173422        Critical        Confirmed        H-New-12
111063        Critical        Recovered        HOld2
675494        Mild        Confirmed        H-New-8
979747        Moderate        Recovered        HOld4
952551        Moderate        Confirmed        H-New-20
838300        Mild        Recovered        HOld2
356344        Mild        Confirmed        H-New-7
971457        Moderate        Confirmed        H-New-18
547076        Mild        Confirmed        H-New-17
411990        Critical        Recovered        H-New-4
282693        Moderate        Confirmed        H-New-14
607422        Critical        Confirmed        HOld2
655812        Mild        Recovered        HOld3
846045        Mild        Confirmed        HOld4
033032        Mild        Recovered        H-New-13
551143        Critical        Confirmed        H-New-4
381442        Moderate        Confirmed        H-New-9
797916        Mild        Confirmed        H-New-13
092379        Mild        Recovered        H-New-5
549626        Critical        Confirmed        H-New-14
780419        Critical        Confirmed        H-New-10
581626        Mild        Recovered        HOld1
885458        Critical        Confirmed        H-New-22
018543        Moderate        Recovered        HOld8
067301        Mild        Confirmed        H-New-18
103616        Moderate        Recovered        H-New-16
477043        Critical        Confirmed        H-New-22
365756        Critical        Confirmed        H-New-22
544428        Moderate        Confirmed        H-New-22
046788        Mild        Recovered        HOld4
154442        Moderate        Confirmed        HOld10
088218        Moderate        Recovered        HOld10
166117        Moderate        Confirmed        H-New-22
625519        Mild        Recovered        HOld5
893839        Mild        Confirmed        H-New-5
598938        Moderate        Recovered        H-New-5
088464        Mild        Confirmed        H-New-20
063442        Mild        Confirmed        H-New-22
844692        Mild        Confirmed        H-New-5
110433        Mild        Confirmed        H-New-15
514548        Moderate        Recovered        HOld7
679269        Moderate        Confirmed        H-New-12
035494        Mild        Confirmed        H-New-7
475664        Mild        Confirmed        HOld3
875832        Critical        Confirmed        H-New-22
047049        Moderate        Confirmed        H-New-22
515645        Critical        Confirmed        H-New-22
447654        Critical        Recovered        H-New-18
863555        Mild        Confirmed        H-New-6
854940        Moderate        Confirmed        H-New-19
327507        Critical        Confirmed        H-New-18
784973        Mild        Confirmed        H-New-11
455372        Critical        Recovered        H-New-5
367780        Moderate        Confirmed        H-New-7
409572        Moderate        Recovered        HOld10
586308        Critical        Confirmed        H-New-5
474352        Moderate        Confirmed        H-New-19
447654        Critical        Confirmed        H-New-23
531278        Moderate        Recovered        HOld1
804555        Moderate        Confirmed        H-New-2
918814        Critical        Confirmed        H-New-23
532654        Critical        Recovered        H-New-4
487427        Mild        Confirmed        H-New-6
872764        Mild        Confirmed        H-New-22
883394        Mild        Confirmed        H-New-8
927438        Mild        Recovered        HOld2
507956        Mild        Confirmed        HOld6
291834        Mild        Confirmed        H-New-12
259771        Critical        Recovered        H-New-19
234653        Mild        Confirmed        H-New-8
898117        Moderate        Confirmed        H-New-19
898117        Moderate        Recovered        H-New-19
982584        Mild        Confirmed        H-New-10
798878        Moderate        Recovered        H-New-5
055019        Moderate        Confirmed        HOld5
047049        Moderate        Recovered        H-New-22
530272        Mild        Confirmed        H-New-19
553201        Critical        Confirmed        H-New-19
254396        Mild        Confirmed        H-New-13
119036        Critical        Recovered        H-New-3
372559        Mild        Confirmed        H-New-9
883394        Mild        Recovered        H-New-8
397964        Critical        Confirmed        H-New-23
010675        Moderate        Recovered        HOld8
368576        Mild        Confirmed        H-New-18
566473        Critical        Confirmed        H-New-3
421414        Critical        Recovered        HOld8
777421        Mild        Confirmed        H-New-4
453064        Mild        Confirmed        H-New-22
055059        Mild        Confirmed        H-New-16
439208        Mild        Confirmed        H-New-13
039811        Critical        Recovered        HOld10
095253        Critical        Confirmed        HOld10
912292        Critical        Confirmed        H-New-23
700137        Mild        Confirmed        H-New-14
317221        Moderate        Confirmed        HOld9
700137        Mild        Recovered        H-New-14
163963        Moderate        Confirmed        H-New-17
867372        Critical        Recovered        H-New-21
883394        Mild        Confirmed        H-New-8
419823        Mild        Recovered        HOld4
364085        Mild        Confirmed        H-New-14
547076        Mild        Recovered        H-New-17
598109        Critical        Confirmed        H-New-23
667087        Moderate        Recovered        H-New-8
105012        Mild        Confirmed        HOld8
633887        Critical        Recovered        HOld1
220206        Mild        Confirmed        H-New-23
872764        Mild        Recovered        H-New-22
160202        Mild        Confirmed        H-New-9
548418        Mild        Recovered        HOld8
219074        Mild        Confirmed        HOld2
960387        Mild        Confirmed        H-New-3
638027        Moderate        Recovered        HOld1
205206        Critical        Confirmed        H-New-4
172148        Mild        Recovered        H-New-6
690329        Mild        Confirmed        HOld3
373688        Critical        Confirmed        HOld8
784973        Mild        Recovered        H-New-11
471514        Mild        Confirmed        HOld1
312118        Mild        Confirmed        HOld5
666852        Critical        Confirmed        HOld1
634024        Critical        Confirmed        H-New-21
216452        Moderate        Confirmed        H-New-3
863555        Mild        Recovered        H-New-6
088218        Mild        Confirmed        HOld10
006607        Moderate        Recovered        HOld7
701820        Mild        Confirmed        H-New-17
838600        Mild        Confirmed        H-New-23
608720        Critical        Confirmed        H-New-24
517342        Mild        Recovered        HOld8
997143        Moderate        Confirmed        HOld6
405909        Mild        Recovered        H-New-15
452711        Moderate        Confirmed        HOld9
460254        Mild        Confirmed        H-New-12
780419        Critical        Recovered        H-New-10
204449        Critical        Confirmed        H-New-10
919270        Critical        Confirmed        H-New-24
200180        Critical        Confirmed        H-New-24
007861        Mild        Recovered        H-New-20
074899        Moderate        Confirmed        H-New-13
335351        Moderate        Confirmed        H-New-5
473051        Critical        Recovered        HOld3
667525        Mild        Confirmed        H-New-17
651521        Critical        Recovered        H-New-12
892082        Moderate        Confirmed        H-New-14
411990        Moderate        Confirmed        H-New-17
179855        Moderate        Recovered        H-New-8
701016        Mild        Confirmed        H-New-19
677992        Mild        Recovered        HOld2
597625        Moderate        Confirmed        HOld1
928134        Critical        Confirmed        H-New-12
675196        Critical        Confirmed        HOld3
265186        Mild        Recovered        H-New-6
652299        Moderate        Confirmed        H-New-21
541079        Moderate        Confirmed        H-New-14
780419        Moderate        Confirmed        H-New-12
160867        Moderate        Recovered        HOld7
904756        Mild        Confirmed        H-New-13
138995        Moderate        Confirmed        H-New-17
